16,3,2.147483647E9
22,2,2.147483647E9
19,13,2.147483647E9
12,0,102.11578246644571
24,13,2.147483647E9
6,5,2.147483647E9
9,8,429.08288856420825
20,17,416.44250502948677
15,13,2.147483647E9
20,11,2.147483647E9
4,1,265.9459972274001
5,1,2.147483647E9
17,8,2.147483647E9
7,1,2.147483647E9
4,1,295.8271511097445
3,0,2.147483647E9
22,8,2.147483647E9
4,0,401.8023603248091
22,19,2.147483647E9
13,11,2.147483647E9
13,6,2.147483647E9
7,1,2.147483647E9
21,6,267.6071340073692
2,1,2.147483647E9
9,5,2.147483647E9
4,1,397.28958203487747
3,2,350.69295645350735
3,1,2.147483647E9
11,4,191.6285637493127
1,0,2.147483647E9
9,4,2.147483647E9
4,2,437.33372040104445
21,12,394.75559191640735
1,0,2.147483647E9
7,4,2.147483647E9
18,16,243.11317770585774
23,0,2.147483647E9
8,5,193.76012561873773
3,0,2.147483647E9
5,3,2.147483647E9
6,1,2.147483647E9
5,2,2.147483647E9
20,9,130.22848957837283
9,8,307.63399016659093
20,8,2.147483647E9
8,1,2.147483647E9
12,0,248.29009316636896
23,3,119.6287272702676
20,4,2.147483647E9
14,0,460.98762405551867
18,17,403.36984033522674
11,10,164.95012096077764
14,9,2.147483647E9
1,0,220.19311514392172
11,8,255.34393392044868
3,0,2.147483647E9
22,18,2.147483647E9
10,4,418.34059826922186
1,0,258.66870394090915
22,20,475.44862108723373
17,10,2.147483647E9
22,6,2.147483647E9
11,8,2.147483647E9
20,4,2.147483647E9
5,3,499.3414484701553
21,16,2.147483647E9
7,6,2.147483647E9
10,7,2.147483647E9
9,6,452.40090453876746
23,19,209.10362249354114
14,6,2.147483647E9
12,8,2.147483647E9
23,10,2.147483647E9
24,17,2.147483647E9
7,5,2.147483647E9
8,5,2.147483647E9
12,7,2.147483647E9
17,1,2.147483647E9
23,22,2.147483647E9
4,1,2.147483647E9
24,17,2.147483647E9
17,6,2.147483647E9
24,18,2.147483647E9
20,12,2.147483647E9
11,2,460.15103350716237
15,3,2.147483647E9
22,0,2.147483647E9
7,1,2.147483647E9
10,7,2.147483647E9
6,0,2.147483647E9
19,5,403.8844670632471
2,0,2.147483647E9
2,1,413.54859193361347
7,2,438.9446760752043
2,1,2.147483647E9
14,3,2.147483647E9
3,1,2.147483647E9
22,6,471.97877099420333
3,0,2.147483647E9
23,8,358.6768946682583
13,0,416.38818030070195
17,11,2.147483647E9
4,3,351.4703863659819
3,2,2.147483647E9
2,1,325.1535430575668
9,2,2.147483647E9
10,7,2.147483647E9
16,2,2.147483647E9
12,7,355.72563336217746
10,6,462.82847797098077
4,0,2.147483647E9
13,8,366.27261858948964
18,3,439.11725599818004
9,8,151.8123551095228
7,4,2.147483647E9
3,2,2.147483647E9
4,2,454.5620041631269
15,1,2.147483647E9
5,2,153.98208757765588
20,17,2.147483647E9
7,6,2.147483647E9
6,0,2.147483647E9
5,1,2.147483647E9
8,4,376.5150042660642
2,1,140.72635134586284
10,1,2.147483647E9
7,6,2.147483647E9
16,6,131.70635528013588
7,6,442.8200339502115
11,2,2.147483647E9
15,14,2.147483647E9
3,2,275.80236882494773
6,0,2.147483647E9
21,2,2.147483647E9
23,22,427.17670513655395
7,2,108.07693763817964
18,8,2.147483647E9
23,18,2.147483647E9
16,13,317.938927787378
23,12,2.147483647E9
22,1,2.147483647E9
24,14,2.147483647E9
5,2,2.147483647E9
5,1,2.147483647E9
14,3,310.7098399207174
15,8,2.147483647E9
20,4,2.147483647E9
20,14,297.3970603936997
24,10,2.147483647E9
23,17,498.21523815771485
17,13,145.07357938740378
2,0,2.147483647E9
10,4,462.5584630870577
19,2,414.1878061983057
13,0,2.147483647E9
6,5,2.147483647E9
23,2,2.147483647E9
19,7,2.147483647E9
21,2,250.33852375401443
2,0,290.4845438623033
20,6,2.147483647E9
24,13,402.6476072656434
16,1,288.04299581504733
23,6,2.147483647E9
22,20,363.71442818018505
21,6,2.147483647E9
18,2,2.147483647E9
21,7,2.147483647E9
18,1,2.147483647E9
6,5,2.147483647E9
7,6,2.147483647E9
13,9,186.6350168257452
5,4,2.147483647E9
16,12,2.147483647E9
10,1,132.99207731977648
10,4,231.0858028590162
21,11,2.147483647E9
23,1,310.7990497558235
22,17,2.147483647E9
21,18,157.92001238978546
3,2,2.147483647E9
9,8,2.147483647E9
13,8,2.147483647E9
13,6,249.98488638090654
19,16,482.713703565004
16,6,2.147483647E9
21,15,2.147483647E9
3,2,133.88774726415443
19,5,315.05109621467363
7,2,2.147483647E9
14,10,302.06740833118147
14,1,2.147483647E9
11,2,2.147483647E9
4,1,480.1278678864717
15,1,441.4744895857256
16,7,2.147483647E9
14,8,2.147483647E9
19,4,2.147483647E9
21,3,252.238521056725
15,4,2.147483647E9
4,0,235.11561519059794
22,15,494.96583570480664
6,3,248.68216824940063
16,1,393.5001266043754
8,0,303.4582952357766
22,15,2.147483647E9
16,8,2.147483647E9
17,4,2.147483647E9
11,9,2.147483647E9
10,7,369.7587940441385
7,5,495.69927568109944
13,6,2.147483647E9
12,0,188.46117032995014
13,4,2.147483647E9
18,0,2.147483647E9
14,6,2.147483647E9
7,1,2.147483647E9
